volume,issue,entry_type,title,author,link,tags,pages,num_pages
125,4,Tribute,Remarks for Robert Burt,Robert C. Post,/tribute/remarks-for-robert-burt,,796-1149,353.0
125,4,Tribute,The Odd Couple,Owen M. Fiss,/tribute/the-odd-couple,,796-1149,353.0
125,4,Tribute,Bo Burt: In the Whirlwind of His Own Making,Monroe E. Price,/tribute/bo-burt-in-the-whirlwind-of-his-own-making,,796-1149,353.0
125,4,Tribute,Connecting to What Matters: Remembering Bo Burt,Martha Minow,/tribute/connecting-to-what-matters-remembering-bo-burt,,796-1149,353.0
125,4,Tribute,Robert Burt: Repetition and Insistence,Martín Böhmer,/tribute/robert-burt-repetition-and-insistence,,796-1149,353.0
125,4,Tribute,Two Dreams,Anthony T. Kronman,/tribute/two-dreams,,796-1149,353.0
125,4,Tribute,"A Tribute to My Friend, Professor Robert A. Burt",Frank Iacobucci,/tribute/a-tribute-to-my-friend-professor-robert-a-burt,,796-1149,353.0
125,4,Tribute,"Insider, Outsider, Robert A. Burt",Andrew David Burt,/tribute/insider-outsider-robert-a-burt,,796-1149,353.0
125,3,Article,Corporate Control and Idiosyncratic Vision,Zohar Goshen & Assaf Hamdani,/article/corporate-control-and-idiosyncratic-vision,Corporate Law,560-795,235.0
125,3,Essay,The Domestic Analogy Revisited: Hobbes on International Order,David Singh Grewal,/essay/the-domestic-analogy-revisited-hobbes-on-international-order,International Law,560-795,235.0
125,3,Note,Repairing the Irreparable: Revisiting the Federalism Decisions of the Burger Court,David Scott Louk,/note/repairing-the-irreparable-revisiting-the-federalism-decisions-of-the-burger-court,Constitutional Law,560-795,235.0
125,3,Note,Reconciling the Crime of Aggression and Complementarity: Unaddressed Tensions and a Way Forward,Julie Veroff,/note/reconciling-the-crime-of-aggression-and-complementarity,International Law,560-795,235.0
125,3,Comment,Unpacking Wolf Packs,Carmen X.W. Lu,/comment/unpacking-wolf-packs,Corporate Law • Securities Law,560-795,235.0
125,3,Comment,Jurisdictional Rules and Final Agency Action,Sundeep Iyer,/comment/jurisdictional-rules-and-final-agency-action,Administrative Law,560-795,235.0
125,2,Article,The Un-Territoriality of Data,Jennifer Daskal,/article/the-un-territoriality-of-data,Civil Procedure • Evidence • Privacy,326-559,233.0
125,2,Article,Political Entrenchment and Public Law,Daryl Levinson & Benjamin I. Sachs,/article/political-entrenchment-and-public-law,Constitutional Law,326-559,233.0
125,2,Note,Financing the Class: Strengthening the Class Action Through Third-Party Investment,Tyler W. Hill,/note/financing-the-class,,326-559,233.0
125,2,Review,Eighteen Years On: A Re-Review,Richard A. Posner,/review/eighteen-years-on,Civil-Rights Law,326-559,233.0
125,2,Comment,Law Enforcement and Data Privacy: A Forward-Looking Approach,Reema Shah,/comment/law-enforcement-and-data-privacy-a-forward-looking-approach,National Security • Privacy,326-559,233.0
125,1,Article,Against Immutability,Jessica A. Clarke,/article/against-immutability,Civil-Rights Law • Constitutional Law • Reproductive Rights,1-325,324.0
125,1,Article,The President and Immigration Law Redux,Adam B. Cox & Cristina M. Rodríguez,/article/the-president-and-immigration-law-redux,Administrative Law • National Security • Immigration Law,1-325,324.0
125,1,Essay,Which Way To Nudge? Uncovering Preferences in the Behavioral Age,Jacob Goldin,/essay/which-way-to-nudge-uncovering-preferences-in-the-behavioral-age,Local Government,1-325,324.0
125,1,Note,Saving 60(b)(5): The Future of Institutional Reform Litigation,Mark Kelley,/note/saving-60-b-5-the-future-of-institutional-reform-litigation,Civil Procedure • Civil-Rights Law,1-325,324.0
125,1,Comment,Interbranch Removal and the Court of Federal Claims: “Agencies in Drag”,James Anglin Flynn,/comment/interbranch-removal-and-the-court-of-federal-claims-agencies-in-drag,Administrative Law • Constitutional Law,1-325,324.0
124,8,Article,The New Corporate Web: Tailored Entity Partitions and Creditors’ Selective Enforcement,Anthony J. Casey,/article/the-new-corporate-web,,2680-3203,523.0
124,8,Note,"A Reassessment of Common Law Protections for ""Idiots""",Michael Clemente,/note/a-reassessment-of-common-law-protections-for-idiots,,2680-3203,523.0
124,8,Feature,Constitutional Law in an Age of Proportionality,Vicki C. Jackson,/feature/constitutional-law-in-an-age-of-proportionality,,2680-3203,523.0
124,8,Feature,"Diffusing Disputes: The Public in the Private of Arbitration, the Private in Courts, and the Erasure of Rights",Judith Resnik,/feature/diffusing-disputes,,2680-3203,523.0
124,8,Feature,Arbitration and Americanization: The Paternalism of Progressive Procedural Reform,Amalia D. Kessler,/feature/arbitration-and-progressive-procedural-reform,,2680-3203,523.0
124,8,Feature,Arbitration’s Counter-Narrative: The Religious Arbitration Paradigm,Michael A. Helfand,/feature/the-religious-arbitration-paradigm,,2680-3203,523.0
124,8,Feature,Disappearing Claims and the Erosion of Substantive Law,J. Maria Glover,/feature/disappearing-claims-and-the-erosion-of-substantive-law,,2680-3203,523.0
124,7,Article,Defining and Punishing Offenses Under Treaties,Sarah H. Cleveland & William S. Dodge,/article/defining-and-punishing-offenses-under-treaties,,2202-2679,477.0
124,7,Article,Administrative Severability Clauses,Charles W. Tyler & E. Donald Elliott,/article/administrative-severability-clauses,,2202-2679,477.0
124,7,Note,Class Ascertainability,Geoffrey C. Shaw,/note/class-ascertainability,,2202-2679,477.0
124,7,Note,The Right To Be Rescued: Disability Justice in an Age of Disaster,Adrien A. Weibgen,/note/the-right-to-be-rescued,,2202-2679,477.0
124,7,Note,"Expanding Conscience, Shrinking Care: The Crisis in Access to Reproductive Care and the Affordable Care Act’s Nondiscrimination Mandate",Elizabeth B. Deutsch,/note/reproductive-care-and-the-acas-nondiscrimination-mandate,,2202-2679,477.0
124,7,Feature,Conscience Wars: Complicity-Based Conscience Claims in Religion and Politics,Douglas NeJaime & Reva B. Siegel,/feature/complicity-based-conscience-claims,,2202-2679,477.0
124,7,Feature,Legal Scholarship for Judges,Diane P. Wood,/feature/legal-scholarship-for-judges,,2202-2679,477.0
124,7,Review,The Banality of Racial Inequality,Richard R.W. Brooks,/review/the-banality-of-racial-inequality,,2202-2679,477.0
124,7,Comment,Federal Sentencing Error as Loss of Chance,Kate Huddleston,/comment/federal-sentencing-error-as-loss-of-chance,,2202-2679,477.0
124,6,Article,The Constitutional Duty To Supervise,Gillian E. Metzger,/article/the-constitutional-duty-to-supervise,,1836-2201,365.0
124,6,Article,Architectural Exclusion: Discrimination and Segregation Through Physical Design of the Built Environment,Sarah Schindler,/article/architectural-exclusion,Infrastructure,1836-2201,365.0
124,6,Note,Executive Orders in Court,Erica Newland,/note/executive-orders-in-court,,1836-2201,365.0
124,6,Feature,"Fifty States, Fifty Attorneys General, and Fifty Approaches to the Duty To Defend",Neal Devins & Saikrishna Bangalore Prakash,/feature/state-attorneys-general-and-the-duty-to-defend,,1836-2201,365.0
124,6,Comment,Stare Decisis and Secret Law: On Precedent and Publication in the Foreign Intelligence Surveillance Court,Jack Boeglin & Julius Taranto,/comment/stare-decisis-and-secret-law,,1836-2201,365.0
124,5,Article,"Article III Judicial Power, the Adverse-Party Requirement, and Non-Contentious Jurisdiction",James E. Pfander & Daniel D. Birk,/article/non-contentious-jurisdiction,,1346-1835,489.0
124,5,Article,"Beyond Diversification: The Pervasive Problem of Excessive Fees and ""Dominated Funds"" in 401(k) Plans",Ian Ayres & Quinn Curtis,/article/excessive-fees-and-dominated-funds-in-401k-plans,,1346-1835,489.0
124,5,Article,The Uneasy Case for Favoring Long-Term Shareholders,Jesse M. Fried,/article/the-uneasy-case-for-favoring-long-term-shareholders,,1346-1835,489.0
124,5,Article,"Deviance, Aspiration, and the Stories We Tell: Reconciling Mass Atrocity and the Criminal Law",Saira Mohamed,/article/reconciling-mass-atrocity-and-the-criminal-law,,1346-1835,489.0
124,5,Note,Mitigating Jurors' Racial Biases: The Effects of Content and Timing of Jury Instructions,Elizabeth Ingriselli,/note/mitigating-jurors-racial-biases,,1346-1835,489.0
124,5,Note,"How To Eat an Elephant: Corporate Group Structure of Systemically Important Financial Institutions, Orderly Liquidation Authority, and Single Point of Entry Resolution",Kwon-Yong Jin,/note/orderly-liquidation-authority-and-single-point-of-entry-resolution,,1346-1835,489.0
124,5,Note,"Public Actors, Private Law: Local Governments’ Use of Covenants To Regulate Land Use",Noah M. Kazis,/note/local-governments-use-of-covenants,,1346-1835,489.0
124,5,Comment,Methodological Stare Decisis and Intersystemic Statutory Interpretation in the Choice-of-Law Context,Grace E. Hart,/comment/methodological-stare-decisis-in-the-choice-of-law-context,,1346-1835,489.0
124,4,Article,Cost-Benefit Analysis of Financial Regulation: Case Studies and Implications,John C. Coates IV,/article/cost-benefit-analysis-of-financial-regulation,,882-1345,463.0
124,4,Article,Beyond the Indian Commerce Clause,Gregory Ablavsky,/article/beyond-the-indian-commerce-clause,Federal Indian Law,882-1345,463.0
124,4,Essay,"On Evidence: Proving Frye as a Matter of Law, Science, and History",Jill Lepore,/essay/on-evidence-proving-frye-as-a-matter-of-law-science-and-history,,882-1345,463.0
124,4,Essay,The End of Jurisprudence,Scott Hershovitz,/essay/the-end-of-jurisprudence,,882-1345,463.0
124,4,Note,"Against the Tide: Connecticut Oystering, Hybrid Property, and the Survival of the Commons",Zachary C.M. Arnold,/note/oystering-hybrid-property-and-the-commons,,882-1345,463.0
124,4,Note,Perceptions of Taxing and Spending: A Survey Experiment,Conor Clarke & Edward Fox,/note/perceptions-of-taxing-and-spending,,882-1345,463.0
124,4,Comment,The Psychology of Punishment and the Puzzle of Why Tortfeasor Death Defeats Liability for Punitive Damages,Roseanna Sommers,/comment/tortfeasor-death-and-liability-for-punitive-damages,,882-1345,463.0
124,4,Comment,The Case for Regulating Fully Autonomous Weapons,John Lewis,/comment/the-case-for-regulating-fully-autonomous-weapons,,882-1345,463.0
124,4,Comment,From Child Protection to Children’s Rights: Rethinking Homosexual Propaganda Bans in Human Rights Law,Ryan Thoreson,/comment/homosexual-propaganda-bans-in-human-rights-law,,882-1345,463.0
124,3,Article,The Limits of Enumeration,Richard Primus,/article/the-limits-of-enumeration,,576-881,305.0
124,3,Article,Rules Against Rulification,Michael Coenen,/article/rules-against-rulification,,576-881,305.0
124,3,Note,A “Full and Fair” Discussion of Environmental Impacts in NEPA EISs: The Case for Addressing the Impact of Substantive Regulatory Regimes,Sarah Langberg,/note/nepa-eiss-and-substantive-regulatory-regimes,,576-881,305.0
124,3,Note,Civil Servant Suits,Alex Hemmer,/note/civil-servant-suits,,576-881,305.0
124,3,Feature,"Romanticizing Democracy, Political Fragmentation, and the Decline of American Government",Richard H. Pildes,/feature/the-decline-of-american-government,,576-881,305.0
124,3,Comment,Jagged Edges,Matthew Sipe,/comment/jagged-edges,,576-881,305.0
124,3,Comment,Essential Data,Zachary Abrahamson,/comment/essential-data,,576-881,305.0
124,2,Article,Agency Enforcement of Spending Clause Statutes: A Defense of the Funding Cut-Off,Eloise Pasachoff,/article/agency-enforcement-of-spending-clause-statutes,,248-575,327.0
124,2,Essay,Bounded Institutions,Yair Listokin,/essay/bounded-institutions,,248-575,327.0
124,2,Note,Price’s Progress: Sex Stereotyping and Its Potential for Antidiscrimination Law,Zachary R. Herz,/note/sex-stereotyping-and-antidiscrimination-law,,248-575,327.0
124,2,Note,"Dual Sovereignty, Due Process, and Duplicative Punishment: A New Solution to an Old Problem",Adam J. Adler,/note/dual-sovereignty-due-process-and-duplicative-punishment-a-new-solution-to-an-old-problem,,248-575,327.0
124,2,Note,Measuring the Fortress: Explaining Trends in Supreme Court and Circuit Court Dictionary Use,John Calhoun,/note/supreme-court-and-circuit-court-dictionary-use,,248-575,327.0
124,2,Review,Constitutions of Hope and Fear,Frederick Schauer,/review/constitutions-of-hope-and-fear,,248-575,327.0
124,2,Comment,"Parens Patriae, the Class Action Fairness Act, and the Path Forward: The Implications of Mississippi ex rel. Hood v. AU Optronics Corp.",Patrick Hayden,/comment/parens-patriae-and-the-class-action-fairness-act,,248-575,327.0
124,1,Article,Self-Help and the Separation of Powers,David E. Pozen,/article/self-help-and-the-separation-of-powers,,1-247,246.0
124,1,Article,Criminal Attempts,Gideon Yaffe,/article/criminal-attempts,,1-247,246.0
124,1,Note,The Rise of Institutional Mortgage Lending in Early Nineteenth-Century New Haven,Steven J. Kochevar,/note/the-rise-of-institutional-mortgage-lending-in-early-nineteenth-century-new-haven,,1-247,246.0
124,1,Comment,"SEC ""Monetary Penalties Speak Very Loudly,"" But What Do They Say? A Critical Analysis of the SEC's New Enforcement Approach",Sonia A. Steinway,/comment/sec-monetary-penalties-speak-very-loudly-but-what-do-they-say-a-critical-analysis-of-the-secs-new-enforcement-approach,,1-247,246.0
124,1,Comment,Contract After Concepcion: Some Lessons from the State Courts,James Dawson,/comment/contract-after-concepcion-some-lessons-from-the-state-courts,,1-247,246.0
123,8,Essay,We the People: Each and Every One,Randy E. Barnett,/essay/we-the-people-each-and-every-one,,2574-3152,578.0
123,8,Essay,Reactionary Rhetoric and Liberal Legal Academia,Justin Driver,/essay/reactionary-rhetoric-and-liberal-legal-academia,,2574-3152,578.0
123,8,Essay,Popular Sovereignty and the United States Constitution: Tensions in the Ackermanian Program,Sanford Levinson,/essay/popular-sovereignty-and-the-united-states-constitution-tensions-in-the-ackermanian-program,,2574-3152,578.0
123,8,Essay,The Neo-Hamiltonian Temptation,David A. Strauss,/essay/the-neo-hamiltonian-temptation,,2574-3152,578.0
123,8,Essay,The Civil Rights Canon: Above and Below,Tomiko Brown-Nagin,/essay/the-civil-rights-canon-above-and-below,,2574-3152,578.0
123,8,Essay,Changing the Wind: Notes Toward a Demosprudence of Law and Social Movements,Lani Guinier & Gerald Torres,/essay/changing-the-wind-notes-toward-a-demosprudence-of-law-and-social-movements,,2574-3152,578.0
123,8,Essay,Protecting Civil Rights in the Shadows,David A. Super,/essay/protecting-civil-rights-in-the-shadows,,2574-3152,578.0
123,8,Essay,Universalism and Civil Rights (with Notes on Voting Rights After Shelby),Samuel R. Bagenstos,/essay/universalism-and-civil-rights-with-notes-on-voting-rights-after-shelby,,2574-3152,578.0
123,8,Essay,Separate Spheres,Cary Franklin,/essay/separate-spheres,,2574-3152,578.0
123,8,Essay,Ackerman’s Civil Rights Revolution and Modern American Racial Politics,Rogers M. Smith,/essay/ackermans-civil-rights-revolution-and-modern-american-racial-politics,,2574-3152,578.0
123,8,Essay,Rethinking Rights After the Second Reconstruction,Richard Thompson Ford,/essay/rethinking-rights-after-the-second-reconstruction,,2574-3152,578.0
123,8,Essay,A Revolution at War with Itself? Preserving Employment Preferences from Weber to Ricci,Sophia Z. Lee,/essay/a-revolution-at-war-with-itself-preserving-employment-preferences-from-weber-to-ricci,,2574-3152,578.0
123,8,Essay,Have We Moved Beyond the Civil Rights Revolution?,John D. Skrentny,/essay/have-we-moved-beyond-the-civil-rights-revolution,,2574-3152,578.0
123,8,Essay,Equal Protection in the Key of Respect,Deborah Hellman,/essay/equal-protection-in-the-key-of-respect,,2574-3152,578.0
123,8,Essay,Ackerman’s Brown,Randall L. Kennedy,/essay/ackermans-brown,,2574-3152,578.0
123,8,Essay,The Anti-Humiliation Principle and Same-Sex Marriage,Kenji Yoshino,/essay/the-anti-humiliation-principle-and-same-sex-marriage,,2574-3152,578.0
123,8,Essay,De-Schooling Constitutional Law,Bruce Ackerman,/essay/de-schooling-constitutional-law,,2574-3152,578.0
123,7,Article,"Illegitimate Borders: Jus Sanguinis Citizenship and the Legal Construction of Family, Race, and Nation",Kristin A. Collins,/article/illegitimate-borders-jus-sanguinis-citizenship-and-the-legal-construction-of-family-race-and-nation,,2134-2573,439.0
123,7,Article,Legitimacy and Federal Criminal Enforcement Power,Lauren M. Ouziel,/article/legitimacy-and-federal-criminal-enforcement-power,,2134-2573,439.0
123,7,Feature,The Age of Consent,Philip Bobbitt,/feature/the-age-of-consent,,2134-2573,439.0
123,7,Review,Judging Justice on Appeal,Marin K. Levy,/review/judging-justice-on-appeal,,2134-2573,439.0
123,7,Note,The Growth of Litigation Finance in DOJ Whistleblower Suits: Implications and Recommendations,Mathew Andrews,/note/the-growth-of-litigation-finance-in-doj-whistleblower-suits-implications-and-recommendations,,2134-2573,439.0
123,7,Note,Reducing Inequality on the Cheap: When Legal Rule Design Should Incorporate Equity as Well as Efficiency,Zachary Liscow,/note/reducing-inequality-on-the-cheap-when-legal-rule-design-should-incorporate-equity-as-well-as-efficiency,,2134-2573,439.0
123,7,Note,Domestic Violence Asylum After Matter of L-R-,Jessica Marsden,/note/domestic-violence-asylum-after-matter-of-l-r,,2134-2573,439.0
123,7,Comment,Beating Blackwater: Using Domestic Legislation to Enforce the International Code of Conduct for Private Military Companies,Reema Shah,/comment/beating-blackwater-using-domestic-legislation-to-enforce-the-international-code-of-conduct-for-private-military-companies,,2134-2573,439.0
123,6,Article,The Power to Threaten War,Matthew C. Waxman,/article/the-power-to-threaten-war,,1626-2133,507.0
123,6,Essay,Five to Four: Why Do Bare Majorities Rule on Courts?,Jeremy Waldron,/essay/five-to-four-why-do-bare-majorities-rule-on-courts,,1626-2133,507.0
123,6,Essay,Federalism as the New Nationalism: An Overview,Heather K. Gerken,/essay/federalism-as-the-new-nationalism-an-overview,,1626-2133,507.0
123,6,Essay,From Sovereignty and Process to Administration and Politics: The Afterlife of American Federalism,Jessica Bulman-Pozen,/essay/from-sovereignty-and-process-to-administration-and-politics-the-afterlife-of-american-federalism,,1626-2133,507.0
123,6,Essay,The Loyal Opposition,Heather K. Gerken,/essay/the-loyal-opposition,,1626-2133,507.0
123,6,Essay,Our [National] Federalism,Abbe R. Gluck,/essay/our-national-federalism,,1626-2133,507.0
123,6,Essay,The Shadow Powers of Article I,Alison L. LaCroix,/essay/the-shadow-powers-of-article-i,,1626-2133,507.0
123,6,Essay,Negotiating Conflict Through Federalism: Institutional and Popular Perspectives,Cristina M. Rodriguez,/essay/negotiating-conflict-through-federalism-institutional-and-popular-perspectives,,1626-2133,507.0
123,6,Note,Dignity as a Value in Agency Cost-Benefit Analysis,Rachel Bayefsky,/note/dignity-as-a-value-in-agency-cost-benefit-analysis,,1626-2133,507.0
123,6,Note,Early Release in International Criminal Law,Jonathan H. Choi,/note/early-release-in-international-criminal-law,,1626-2133,507.0
123,6,Note,Ex Ante Review of Leveraged Buyouts,Laura Femino,/note/ex-ante-review-of-leveraged-buyouts,,1626-2133,507.0
123,6,Comment,"Innocent Abroad? Morrison, Vilar, and the Extraterritorial Application of the Exchange Act",Daniel E. Herz-Roiphe,/comment/innocent-abroad-morrison-vilar-and-the-extraterritorial-application-of-the-exchange-act,,1626-2133,507.0
123,5,Article,The New Minimal Cities,Michelle Wilde Anderson,/article/the-new-minimal-cities,,1118-1625,507.0
123,5,Article,The Separation of Funds and Managers: A Theory of Investment Fund Structure and Regulation,John Morley,/article/the-separation-of-funds-and-managers-a-theory-of-investment-fund-structure-and-regulation,,1118-1625,507.0
123,5,Essay,The Moral Impact Theory of Law,Mark Greenberg,/essay/the-moral-impact-theory-of-law,,1118-1625,507.0
123,5,Essay,Pretrial Detention and the Right to Be Monitored,Samuel R. Wiseman,/essay/pretrial-detention-and-the-right-to-be-monitored,,1118-1625,507.0
123,5,Note,Stop Ignoring Pork and Potholes: Election Law and Constituent Service,Joshua Bone,/note/stop-ignoring-pork-and-potholes-election-law-and-constituent-service,,1118-1625,507.0
123,5,Note,An Offense-Severity Model for Stop-and-Frisks,David Keenan & Tina M. Thomas,/note/an-offense-severity-model-for-stop-and-frisks,,1118-1625,507.0
123,5,Note,Open Carry for All: Heller and Our Nineteenth-Century Second Amendment,Jonathan Meltzer,/note/open-carry-for-all-heller-and-our-nineteenth-century-second-amendment,,1118-1625,507.0
123,5,Note,"Regulating Sexual Orientation Change Efforts: The California Approach, Its Limitations, and Potential Alternatives",Jacob M. Victor,/note/regulating-sexual-orientation-change-efforts-the-california-approach-its-limitations-and-potential-alternatives,,1118-1625,507.0
123,5,Comment,In Need of Correction: How the Army Board for Correction of Military Records Is Failing Veterans with PTSD,Rebecca Izzo,/comment/in-need-of-correction-how-the-army-board-for-correction-of-military-records-is-failing-veterans-with-ptsd,,1118-1625,507.0
123,5,Comment,Let the Burden Fit the Crime: Extending Proportionality Review to Sex Offenders,Erin Miller,/comment/let-the-burden-fit-the-crime-extending-proportionality-review-to-sex-offenders,,1118-1625,507.0
123,4,Article,Ice Cube Bonds: Allocating the Price of Process in Chapter 11 Bankruptcy,Melissa B. Jacoby & Edward J. Janger,/article/ice-cube-bonds-allocating-the-price-of-process-in-chapter-11-bankruptcy,,862-1117,255.0
123,4,Article,The Evolution of Shareholder Voting Rights: Separation of Ownership and Consumption,Henry Hansmann & Mariana Pargendler,/article/the-evolution-of-shareholder-voting-rights-separation-of-ownership-and-consumption,,862-1117,255.0
123,4,Note,"Vindicating Vindictiveness: Prosecutorial Discretion and Plea Bargaining, Past and Future",Doug Lieb,/note/vindicating-vindictiveness-prosecutorial-discretion-and-plea-bargaining-past-and-future,,862-1117,255.0
123,4,Note,Why Motives Matter: Reframing the Crowding Out Effect of Legal Incentives,Emad H. Atiq,/note/why-motives-matter-reframing-the-crowding-out-effect-of-legal-incentives,,862-1117,255.0
123,3,Article,The Interpretation-Construction Distinction in Patent Law,Tun-Jen Chiang & Lawrence B. Solum,/article/the-interpretation-construction-distinction-in-patent-law,,530-861,331.0
123,3,Article,Agencies as Litigation Gatekeepers,David Freeman Engstrom,/article/agencies-as-litigation-gatekeepers,,530-861,331.0
123,3,Essay,"Tops, Bottoms, and Versatiles: What Straight Views of Penetrative Preferences Could Mean for Sexuality Claims Under Price Waterhouse",Ian Ayres & Richard Luedeman,/essay/tops-bottoms-and-versatiles-what-straight-views-of-penetrative-preferences-could-mean-for-sexuality-claims-under-price-waterhouse,,530-861,331.0
123,3,Review,Why Protect Religious Freedom?,Michael W. McConnell,/review/why-protect-religious-freedom,,530-861,331.0
123,3,Note,The Case for Tax: A Comparative Approach to Innovation Policy,Shaun P. Mahaffy,/note/the-case-for-tax-a-comparative-approach-to-innovation-policy,,530-861,331.0
123,2,Article,"Leviathan and Interpretive Revolution: The Administrative State, the Judiciary, and the Rise of Legislative History, 1890-1950",Nicholas R. Parrillo,/article/leviathan-and-interpretive-revolution,,266-529,263.0
123,2,Essay,Reconsidering Citizens United as a Press Clause Case,Michael W. McConnell,/essay/reconsidering-citizens-united-as-a-press-clause-case,,266-529,263.0
123,2,Note,The Mens Rea of Accomplice Liability: Supporting Intentions,Sherif Girgis,/note/the-mens-rea-of-accomplice-liability-supporting-intentions,,266-529,263.0
123,2,Comment,A First Amendment Approach to Generic Drug Manufacturer Tort Liability,Connor Sullivan,/comment/a-first-amendment-approach-to-generic-drug-manufacturer-tort-liability,,266-529,263.0
123,2,Comment,The EU General Data Protection Regulation: Toward a Property Regime for Protecting Data Privacy,Jacob M. Victor,/comment/the-eu-general-data-protection-regulation-toward-a-property-regime-for-protecting-data-privacy,,266-529,263.0
123,1,Article,Mandatory Sentencing and Racial Disparity: Assessing the Role of Prosecutors and the Effects of Booker,Sonja B. Starr & M. Marit Rehavi,/article/mandatory-sentencing-and-racial-disparity-assessing-the-role-of-prosecutors-and-the-effects-of-booker,,1-265,264.0
123,1,Article,Firearm Localism,Joseph Blocher,/article/firearm-localism,,1-265,264.0
123,1,Essay,The Unbundled Union: Politics Without Collective Bargaining,Benjamin I. Sachs,/essay/the-unbundled-union,,1-265,264.0
123,1,Note,Special Juries in the Supreme Court,Lochlan F. Shelfer,/note/special-juries-in-the-supreme-court,,1-265,264.0
123,1,Comment,There’s No Such Thing as a Political Question of Statutory Interpretation: The Implications of Zivotofsky v. Clinton,Chris Michel,/comment/theres-no-such-thing-as-a-political-question-of-statutory-interpretation-the-implications-of-zivotofsky-v-clinton,,1-265,264.0
122,8,Essay,Why Civil Gideon Won’t Fix Family Law,Rebecca Aviel,/essay/why-civil-gideon-wont-fix-family-law,Constitutional Law • Criminal Procedure • Family Law,2106-2720,614.0
122,8,Essay,Gideon Exceptionalism?,John H. Blume & Sheri Lynn Johnson,/essay/gideon-exceptionalism,Criminal Procedure • Constitutional Law,2106-2720,614.0
122,8,Essay,Fifty Years of Defiance and Resistance After Gideon v. Wainwright,Stephen B. Bright & Sia M. Sanneh,/essay/fifty-years-of-defiance-and-resistance-after-gideon-v-wainwright,,2106-2720,614.0
122,8,Essay,Poor People Lose: Gideon and the Critique of Rights,Paul D. Butler,/essay/poor-people-lose-gideon-and-the-critique-of-rights,Constitutional Law • Criminal Procedure,2106-2720,614.0
122,8,Essay,Celebrating the “Null” Finding: Evidence-Based Strategies for Improving Access to Legal Services,Jeanne Charn,/essay/celebrating-the-null-finding-evidence-based-strategies-for-improving-access-to-legal-services,Criminal Procedure • Constitutional Law,2106-2720,614.0
122,8,Essay,Race and the Disappointing Right to Counsel,Gabriel J. Chin,/essay/race-and-the-disappointing-right-to-counsel,Constitutional Law • Criminal Procedure • Critical Race Theory,2106-2720,614.0
122,8,Essay,"Participation, Equality, and the Civil Right to Counsel: Lessons from Domestic and International Law",Martha F. Davis,/essay/participation-equality-and-the-civil-right-to-counsel-lessons-from-domestic-and-international-law,Constitutional Law • Comparative Law • International Law,2106-2720,614.0
122,8,Essay,Gideon’s Migration,Ingrid V. Eagly,/essay/gideons-migration,,2106-2720,614.0
122,8,Essay,Searching for Solutions to the Indigent Defense Crisis in the Broader Criminal Justice Reform Agenda,"Roger A. Fairfax, Jr.",/essay/searching-for-solutions-to-the-indigent-defense-crisis-in-the-broader-criminal-justice-reform-agenda,Constitutional Law • Criminal Procedure,2106-2720,614.0
122,8,Essay,Gideon’s Amici: Why Do Prosecutors So Rarely Defend the Rights of the Accused?,Bruce A. Green,/essay/gideons-amici-why-do-prosecutors-so-rarely-defend-the-rights-of-the-accused,Criminal Procedure • Constitutional Law,2106-2720,614.0
122,8,Essay,Valuing Gideon’s Gold: How Much Justice Can We Afford?,M. Clara Garcia Hernandez & Carole J. Powell,/essay/valuing-gideons-gold-how-much-justice-can-we-afford,Constitutional Law • Criminal Procedure,2106-2720,614.0
122,8,Essay,Investigating Gideon’s Legacy in the U.S. Courts of Appeals,Emily Hughes,/essay/investigating-gideons-legacy-in-the-us-courts-of-appeals,Constitutional Law • Criminal Procedure • Federal Courts,2106-2720,614.0
122,8,Essay,An Immigration Gideon for Lawful Permanent Residents,Kevin R. Johnson,/essay/an-immigration-gideon-for-lawful-permanent-residents,Immigration Law • Constitutional Law,2106-2720,614.0
122,8,Essay,Gideon at Guantánamo,Neal Kumar Katyal,/essay/gideon-at-guantanamo,Criminal Procedure • Constitutional Law • National Security,2106-2720,614.0
122,8,Essay,Enforcing Effective Assistance After Martinez,Nancy J. King,/essay/enforcing-effective-assistance-after-martinez,Criminal Procedure • Constitutional Law,2106-2720,614.0
122,8,Essay,Gideon’s Law-Protective Function,Nancy Leong,/essay/gideons-law-protective-function,Constitutional Law • Criminal Procedure,2106-2720,614.0
122,8,Essay,Gideon’s Shadow,Justin F. Marceau,/essay/gideons-shadow,Constitutional Law • Criminal Procedure,2106-2720,614.0
122,8,Essay,Gideon at Guantánamo: Democratic and Despotic Detention,Hope Metcalf & Judith Resnik,/essay/gideon-at-guantanamo-democratic-and-despotic-detention,National Security • Constitutional Law • Criminal Procedure,2106-2720,614.0
122,8,Essay,Fear of Adversariness: Using Gideon To Restrict Defendants’ Invocation of Adversary Procedures,Pamela R. Metzger,/essay/fear-of-adversariness-using-gideon-to-restrict-defendants-invocation-of-adversary-procedures,Criminal Procedure • Constitutional Law,2106-2720,614.0
122,8,Essay,Federal Public Defense in an Age of Inquisition,David E. Patton,/essay/federal-public-defense-in-an-age-of-inquisition,Criminal Procedure • Constitutional Law,2106-2720,614.0
122,8,Essay,Effective Trial Counsel After Martinez v. Ryan: Focusing on the Adequacy of State Procedures,Eve Brensike Primus,/essay/effective-trial-counsel-after-martinez-v-ryan-focusing-on-the-adequacy-of-state-procedures,Constitutional Law • Criminal Procedure,2106-2720,614.0
